key,11,13
2162922,Pla Enni,"Known for their harmonious relationship with the now-faded Kingdom of Voeburt, the Nu Mou people reside in this cavern under the leadership of their elder, Wyd Aenc. As well as being the name of the village, “pla enni” is a variety of mushroom the Nu Mou grow to incredible size─large enough for them to hollow out and use as comfortable dwellings."
2162923,Deepwood Swim,"In the time of Voeburt, when Lyhe Ghiah was yet known as Gruenes Licht, these ruins were a thriving castle town. Now they languish at the bottom of Longmirror Lake, submerged in the waters drawn forth by the Fuath as the faeries laid claim to Il Mheg."
2162924,Lyhe Ghiah,"Once the royal seat of Voeburt, Lyhe Ghiah later became a prison for Titania when the faerie king succumbed to the aether of a slain Lightwarden. The castle's name has its origin in both the faerie and Voeburtite tongues, the words thought to translate as the “wings of dreams.”"
2162925,Saint Fathric's Temple,"This secluded mountain shelf was favored by Saint Fathric of the Church of the First Light as a place to perform rites of penance. Amongst the faeries of Il Mheg, only the Nu Mou would remember or understand the significance of the location's history."
2162926,Fort Gohn,"Built by the Night's Blessed, little now remains of this wooden fortification. By all accounts, a fire broke out during a sin eater attack, and even before the violence had ended, the compound had collapsed into a charred ruin. Survivors of the slaughter had no choice but to relocate to the nearby Slitherbough."
2162927,Fruit of the Protector,"Cradled within the branches of a giant tree, this immense crystal boulder is suspended above the waters of Lake Tusi Mek'ta. The “Fruit of the Protector,” as it is known, has been the subject of worship since the time of the Ronkan Empire, and even now folk tell the legend of the great entity believed to be cocooned within."
2162928,The Covered Halls of Dwatl,"One of the sacred temples built by the Ronkans, these stone halls were safeguarded by a sect of priests even after the fall of the empire. The rising waters of the lake, however, could not be denied, and rumors persist of a secret treasure which was swallowed along with the temple."
2162929,Lozatl's Conquest,"According to Ronkan legend, the great steps of this waterfall were carved by the giant Lozatl. Historians speculate that this mythical figure was, in fact, an early form of Talos, and likely the selfsame construct responsible for building Ronka's resplendent places of worship."
2162930,Fanow,"Unfailingly loyal to the last-known commands of the Ronkan emperor, the Viis of this village have protected the ruins of Rak'tika for countless generations. With many of its sister settlements destroyed by the Flood of Light, however, Fanow faces an uncertain fate in its isolation."
2162931,The Morning Stars,"These pyramids were built to venerate the four chief deities of the Ronkan religion: Ox'Gatorl, keeper of flame; Ox'Charl, keeper of the winds; Yx'Lokwa, bringer of rain; and Yx'Anpa, bringer of the harvest. For the inhabitants of Fanow, guardians of Ronka's heritage, there are few sites more sacred."
2162932,The Ondo Cups,"Hidden at the bottom of the Tempest, this Ondo settlement was established by those few foragers who escaped the Flood's destruction of their homeland. “Cups” refers to the hollows on the shore that remain filled with seawater when the tide recedes—miraculous shelters not unlike the Ondo's refuge."
2162933,The Workbench,"This facility was built by a Crystarium native─a genius artisan seeking to escape from the distractions of the outside world. Although he simply calls the place his “Workbench,” the mundane naming is at odds with the fantastical concept of a forge constructed malms beneath the ocean."
2162934,Where the Dry Return,"When the Ondo beheld the coral within this cavern, its crimson branches put them in mind of a land-dweller's veins─thus began the legend that it was a resting place for finless ones who had perished at sea. It was not until recently, however, that folk from the surface learned the reason behind the rather ominous-sounding name."
2162935,Purpure,"The Ondo use the shells they gather from this cave to make dye, the purple hue prized as a symbol of nobility. It is said that Eulmore's obsession with the color purple can be traced back to these underwater origins."
2162936,Amaurot,"If Ondo testimony is to be believed, this vast city simply appeared overnight. Unlike the ancient remnants which endure silently upon the sea floor, its illuminated towers are of a decidedly different nature─a meticulously new and vibrant metropolis, compelling in its mystery."
2162937,The Leveilleur Estate,"This elegant mansion has stood for three centuries, and is a treasured example of Sharlayan's architectural heritage. For generations, it has served as the home of House Leveilleur─a noble family from which has arisen many distinguished Forum members."
2162938,Scholar's Harbor,"Although known for its distinctively curving piers, the most prominent feature of the city's port is, without a doubt, the towering statue of Thaliak. Sharlayan's patron deity faces out towards the water, His eternal gaze watching over every vessel which arrives and departs by sea."
2162939,The Forum,"In order to accommodate the ninety-nine members of the Forum, the seating in their assembly hall is arranged in the shape of a spiral. Viewed from above, one is reminded of the symbol emblazoned upon the Sharlayan flag─the nautilus shell that keeps the water of knowledge. "
2162940,Noumenon,"The pride of the Studium and parent institution to the Great Gubal Library, this massive collection of scrolls and tomes is the largest of its kind. Knowledge from every corner of the world is collected here, and efforts to compile the <hex:021A020203>Bibliotheca Historica<hex:021A020103>─the ultimate repository of wisdom─is an endeavor without end."
2162941,The Rostra,"This building houses the assembly hall where the Forum debates Sharlayan national policy. Once a simple outdoor plaza, the Rostra would ring with heated discussion through rain, wind, and worse.  Following a death by lightning strike, however, plans were drawn up for the imposing stone structure which now crowns Archons' Design."
2162942,Journey's End,"Occupying the eastern side of Old Sharlayan, the residential district takes its name from the tale of the city's original settlers. History tells that it is upon this hill, alongside a colony of auks, where the refugees of the great flood chose to build their new homes."
2162943,Learners' Meet,"This public lecture hall in Phenomenon is open to Studium pupils and Sharlayan citizens alike. When prominent professors are scheduled to take the lectern, crowds of aspiring academics and established scholars often fill the room to capacity."
2162944,Ruveydah Fibers,"This state-sponsored workshop is famed for producing silk thread of exquisite quality. Its sericulture and weaving techniques were once jealously guarded secrets, but security measures have become lax since Ul'dah and other nations began manufacturing their own silk fabrics."
2162945,Balshahn Bazaar,"If commerce is the lifeblood of Radz–at–Han, then these roofed market stalls would be its heart. Balshahn himself was a legendary merchant who made a vast fortune through trade with other nations. It was his final wish that his estate be spent on the construction of a great bazaar, ever flowing with coin and wares. "
2162946,Nilopala Nourishments,"Hamsa were originally reared for the sole purpose of harvesting their venom, until a breeder by the name of Nilopala devised a technique to remove the creatures' toxin glands. The birds suddenly became a viable source of tender, succulent meat, and, before long, Hamsa dishes were considered a staple of Hannish cuisine. "
2162947,Mehryde's Meyhane,"Owned and run by the eponymous Mehryde, this meyhane offers light meals and beverages, with the main draw being its myriad varieties of liquor distilled by local alchemists. Foreign visitors are often entranced by the stage performers, whose movements incorporate elements of traditional Thavnairian dance."
2162948,Meghaduta,"The palace of the satrap serves not only as a residence, but also as the center of Radz–at–Han's government. Meaning “cloud messenger” in the old Arkasodara tongue, Meghaduta was built at the summit of a rocky megalith, its great doors admitting an endless stream of servants, petitioners, and official visitors."
2162949,Alzadaal's Peace,"Within this mausoleum is interred the mortal remains of Alzadaal, leader of the Auri tribe which sailed to Thavnair from the mainland. By joining the might of his people with the Arkasodara, Alzadaal tipped the scales against the Gajasura, bringing an end to the internecine war of the Matanga tribes."
2162950,Ruveydah Fibers Rooftop Garden,"Hidden from view atop the workshops of Ruveydah Fibers is a squat golden statue of a gaja, surrounded by a garden of mulberry bushes. Sitting upon the statue is said to bring good fortune, the proof of which is tested as one wanders about the unfenced rooftop."
2162951,The Path of Artifice,"This massive lift is one of several which connects the surface of Old Sharlayan to the subterranean research and storage complex of Labyrinthos. At the end of its descent, the mechanism opens up onto the hub of upper Acrinthos, from where passengers or cargo continue onwards towards other facilities."
2162952,Thaumazein,"Thaumazein, or “wonder,” is the emotion one feels at the onset of the quest for knowledge. Such a quest was begun here, in an effort to pierce the mysteries of the aetherial sea, yet what researchers encountered was the will of Hydaelyn Herself. The site became a shipyard, where they would construct an ark destined to reach the very moon."
2162953,Meryall Agronomics,"In this experimental crop farm, researchers explore agricultural methodology and study the growth of seeds collected from various regions across the world. It is named after Meryall─one of the seven Archons instrumental in Sharlayan's foundation─whose botanical knowledge helped enrich the island's barren soils and resolve food shortages."
2162954,Troglophile's Deep,"This cavern serves as a breeding ground for certain subterranean species deemed vital to ongoing research efforts─including a study into creating fertilizer from the subjects' phosphorous-rich excrement. Troglofauna reproduction is, however, an inexact science, routinely resulting in excessive numbers of cave-dwelling offspring spilling out into nearby habitats."
2162955,Sharlayan Hamlet,"Located in the Central Circuit, this self-contained settlement provides housing for Forum-authorized researchers. Due to the highly confidential nature of their projects and a strictly enforced information protocol, the men and women here are rarely permitted egress to the city proper."
2162956,Yedlihmad,"Meaning “new harbor” in a language brought to the island's shores by mainland settlers, Yedlihmad is Thavnair's main port town. Owing to the shallow waters surrounding the island, however, larger trading vessels are forced to anchor at Alnair, and ferry over to the harbor in smaller boats before making their way to Radz–at–Han."
2162957,Kadjaya's Footsteps,"Known as the mother of the Kriegstanz, Kadjaya is honored in both name and form at this open-air stage for dancers. Those who carry on her legacy perform here beneath her stone-carved likeness, strutting and twirling for the glory of their gods and ancestors."
2162958,Giantsgall Grounds,"Quarried here by the wagonload, the purple-streaked stone known as “giantsgall” is one of Thavnair's most coveted exports. Incredibly dense and possessed of high aetherial conductivity, it is prized not only as a building material, but also as a component in the crafting of unyielding arms and armor, and the brewing of alchemical concoctions."
2162959,The Shroud of the Samgha,"Dense jungle vegetation grows wild and unchecked across a wide band of Thavnair's inland region. Amongst the trees, however, can be found a sprinkling of shrines and temples dedicated to the pantheon of locally worshipped gods─holy sites where once resided the ranks of the faithful."
2162960,The Font of Maya,"This temple was once the abode of an order of Arkasodara ascetics who sought divine enlightenment through the spiritual power that is maya. Abandoned for a stronghold deeper in the jungle, the structure now sits derelict and half-submerged in rainwater."
2162961,The Great Work,"Even in Thavnair, the birthplace of alchemy, the practitioners of House Daemir are renowned for the craft of their concoctions. It was they who founded the settlement of the Great Work, and to this day, many talented alchemists choose to reside here and carry on the family's peerless endeavors."
2162962,Tertium,"Tertium is the third station along the rail network which serves the imperial capital of Garlemald. Equipped as a dispatch yard with generators and other facilities, it was taken over and fortified by the remnants of the Ist Legion following the city's fall into ruination."
2162963,Juturna Platform G,"This mining platform is designed to pump vast quantities of ceruleum-rich water from the icy depths of Cerulea Ingens. Six more rigs were built within the region for the same purpose, but the eruption of civil war brought all operations to a standstill."
2162964,The Runaway Train,"A Mark XLIX passenger train was forced off the tracks by tempered soldiers as it attempted to flee the capital, its twisted bulk left to rust in the ice and snow. Only nobles, high-ranking officers, or citizens with special dispensation were permitted to ride this exclusive service."
2162965,Senaculum Imperialis,"Once the center of government for the Republic of Garlemald, this stately building would later house the Emperor's advisory council. Within its walls, countless campaigns were planned and executed─decisions that would result in untold bloodshed, and bring ever greater prosperity to the Empire."
2162966,Regio Urbanissima,"Here did beat the heart of the Empire─a district pulsing with political, financial, and military authority. Yet these institutions, which once sought dominion over the world, now lie in ruins. Any structure not outright destroyed in the war of succession has been torn apart, its materials cannibalized for the construction of the Tower of Babil."
2162967,Forum Solius,"It was in this square that Emperor Solus inspected his troops before embarking upon his second campaign into the Far East. The imperial legions were ultimately successful in their subjugation of the Kingdom of Dalmasca, and officials celebrated the grand victory by transforming the parade ground into a commemorative public park."
2162968,The Cthonic Horns,"The researchers of this small facility are unlike their colleagues in that they seek to manifest new creations without the aid of creation magicks. Their natural breeding program pairs creatures with differing characteristics, relying purely on chance to conceive heretofore unimagined possibilities."
2162969,Metabaseos Thalassai,"An annex to Ktisis Hyperboreia, this facility is mainly concerned with the observation and evaluation of sea life. Although its construction appears too narrow to support such an ambitious project, the building's interior harbors six separate marine habitats, each painstakingly recreated via arcane means."
2162970,Lethe,"Following a process of exhaustive testing, a creation deemed unsuitable for release into the world is brought to this lake, where its life energies are magically unbound and allowed to dissipate. It is at once the most beautiful as well as the most sorrowful locale in Elpis."
2162971,Ktisis Hyperboreia,"The most extensive facility in Elpis, Ktisis Hyperboreia is a sprawling complex of magically simulated environs. Concepts awaiting evaluation are brought here for the last stages of observation, and, upon meeting the appropriate criteria, are finally released into the world at large. "
2162972,Anagnorisis,"Named for an ancient word meaning “recognition” or “discovery,” this settlement houses those whose job it is to assess the creations admitted to Ktisis Hyperboreia. These observers study every aspect of their charges, and determine if a concept will add to─or detract from─the environ for which it was designed."
2162973,Kydonia Knolls,"This lifelike face of enormous scale appears to peek out from the surface of Mare Lamentorum. Obviously no natural formation, it is nevertheless unknown who carved this piece, or indeed, whose features it is meant to resemble. One thing is certain: the model would not find the depiction particularly flattering."
2162974,The Carrotorium,"This district was specifically designed to sustain the continued existence of mankind, and, more importantly, as a wonderful place to cultivate the miraculous orange vegetables known as carrots. Because let's face it: any trial or trouble becomes easier to bear when one holds a carrot in one's paw."
2162975,Greatest Endsvale,"The architect of this district envisioned an ideal forest─a place where the new residents of the moon could sit or wander amidst arboreal splendor. The fact that it resembles a forest in only the most abstract sense of the word detracts somewhat from the intended effect. Well, it's the thought that counts..."
2162976,Heimdall's Last Sight,"The ancient Allagans launched this Heimdall-class vessel into the heavens to monitor Bahamut's prison, Dalamud. When that colossal satellite awakened around the time of the Seventh Umbral Calamity, the observation craft was shot down as it attempted to halt the activation process."
2162977,The Watcher's Palace,"A structure of enduring design, this brooding tower stands resolute in its vigil of untold millennia. The aetherially conductive plate encircling its spires is reminiscent of a certain architectural style, one found only in the depths of the ocean on the First..."
2162978,Stigma-1,"The prime decision-making authority for an entire machine civilization, this mechanism has been faithfully reconstructed in Ostrakon Deka-hexi. Originally hailed as strategic matrix Alpha-1, catastrophic damage inflicted upon its systems resulted in its currently assigned designation."
2162979,Ostrakon Deka-hexi,"This sector is a recreation of the sixteenth civilization encountered by Meteion and her sisters. Although definitive answers remain elusive, it is speculated that the reconstruction echoes the Alphatron Star as it appeared in its last years, or perhaps even an Omicron outpost built upon an invaded world."
2162980,Ostrakon Tria,"This sector is a recreation of the third civilization encountered by Meteion and her sisters. Known collectively as the “Ea,” the entities which reside here have cast off their corporeal shells and endure eternally in purely spiritual form. An awareness of the universe's inevitable end, however, has blighted their immortal gift with existential misery."
2162981,Ostrakon Deka-okto,"This sector is a recreation of the eighteenth civilization encountered by Meteion and her sisters. Ruined and desolate, the world it represents was once the abode of a proud race of dragons who were driven to extinction in a titanic struggle against mechanical invaders from the Alphatron Star."
2162982,Ostrakon Hena,"This sector is a recreation of the first civilization encountered by Meteion and her sisters. The structures are whole, but hauntingly empty─as if all life had come to an abrupt end."
2162983,Bayside Bevy,"Playing host to a never-ending stream of customers, the largest marketplace in Tuliyollal is replete with goods from every corner of Tural. Its proximity to the harbor ensures that cargo unloaded from the boats and barges can be transported directly to the shelves of local merchants."
2162984,The Resplendent Quarter,"Although seemingly uniform in appearance, a closer look at these domiciles reveals the eclectic adornments added by the residents, the decorations emblematic of each inhabitant's land of origin. If Tuliyollal were a giant bird, then these richly colorful homes would form its resplendent plumage."
2162985,High Tide Harbor,"Due to the abundance of reefs in Tuliyollal's coastal waters, marine visitors are forced to anchor their ships out at sea and board smaller vessels to make safe landfall. The harbor's name is no idle promise, as even boats with shallow drafts can be caught on rocks when the tide is low."
2162986,The For'ard Cabins,"Spanning the length of a pier, these pleasant cottages replaced the previous fleet of boats that once served visitors as rudimentary accommodations. It is said that a foreign explorer was responsible for naming the guesthouses when he likened their rooves to ship prows and their cozy interiors to a captain's cabin."
2162987,Hunu'iliy,"Meaning “heartfire” in the Hanuhanu tongue, this lighthouse also once served as a watchtower for threats approaching from Xak Tural. These days, its only role is to warn coastal vessels away from the thundering waterfalls."
2162988,Wachunpelo,"Nestled in between the mountains, the dwellings of this village are noticeably scaled down to accommodate the smaller size of its inhabitants. It is here that the peddler clan of the Pelupelu manufacture their trading goods such as coffee and mezcal, as well as maintain a ranch for the breeding and training of alpacas."
2162989,Miplu's Mate Garden,"Overseen by the eponymous Miplu, the cultivation of this mate tea garden has introduced lush greenery and fertile soil to Urqopacha's usual vistas of sparse vegetation. The operation has almost become a small village in its own right, with the number of field hands ever growing to match the garden's steady expansion."
2162990,Shades of Grief,"These ruins brood silently at the cliff's edge. Once a Yok Huy village, it was abandoned as the giants' population dwindled, the crumbling stone houses inhabited now only by the shadows of past sadness. Locals speak of a road which long ago stretched from the settlement down into Chabayuqeq, but little trace of such a path remains."
2162991,Naryor Gorna,"It was Valigarmanda's fiery breath which carved these yawning craters, the blackened rocks yet flickering with an intense, incendiary aether known to attract gas-based abominations. If roaming bombs were not enough to discourage would-be sightseers, the gruesome Yok Huy name roughly translates to “the land of scorched and gouged out eye sockets.”"
2162992,Chirwagur Saltern,"This village is inhabited by a faction of Yok Huy who deny the Dawnservant's sovereignty. Thought to have held a sea in ancient times, the valley here seeps with salt-laden spring water. The residents call this natural gift a “divine blessing,” and have built stepped salt fields into the slopes of the valley."
2162993,Worqor Lar Dor,"In the Yok Huy tongue, its name means “mountains most high blooming with all the world's colors.” The sight of rainbow strata arising from a carpet of vivid flowers is almost illusory in its brilliance. Its slopes, steeped in ambient aether, have been revered by the giants as a sacred site for centuries uncounted."
2162994,House of Winds High,"One of the treetop dwellings in Kozama'uka, the House of Winds High takes its name from an estate said to exist in the Hanuhanu's traditional homeland. Practitioners of wind magicks live here as part of their unique training, where they learn to glide down from the house's dizzying heights."
2162995,Cave Kikitola ,"This enchanting hollow was carved out by the unrelenting deluge of three waterfalls─Xodune, Xo'onu, and Xopik'. In hours of darkness, the profusion of luminous moss within resembles a dazzling night sky, hence the Hanuhanu name  meaning “overflowing with many stars.”"
2162996,Breath Between,"Hanuhanu fishermen constructed this landing in the plunge basin of Ku'uxage, driving the piles deep to stand against the fast-flowing current. The mighty falls bear witness to many a furious battle, the fixed fishing poles bending in place as anglers work to land their thrashing catches."
2162997,Kozanuakiy,A reed-woven statue of the Hanuhanu deity Kixaihih is ensconced here in this place of worship. The shrine is believed to stand on sacred ground─a “holy dry land” blessed by the sun's rays in the otherwise swampy terrain.
2162998,Earthenshire,"Possessed of a unique architectural style, the Moblins' home village resembles nothing more than a circle of enormous glazed pots. Among them dwell the “potsworn”─contracted artisans who have agreed to practice their trade in exchange for working conditions personally tailored to meet their every need."
2162999,Marsh Ligaka,"The sluggish currents of this marsh are fed by the waters of Miyakabek'zoma. Its depths are crowded with aquatic grasses, the vibrant clusters of color said to be the result of fluctuations in temperature and ambient aether."
2163000,Iq Br'aax,"Standing on the edge of a cenote in the midst of dense forest, the Xbr'aal's home village has a clearing open to the sky for stargazing. The name of the settlement means “red br'aax”─a fierce beast related to the coeurl─and this bold shade is painted liberally upon the walls of their wooden dwellings."
2163001,Iq Rrax Tsoly,"This vast lake─the “red blood” tsoly─fills the northeastern reaches of Yak T'el. When the Xbr'aal and Mamool Ja once waged war near the lakeside, it is said they consigned fallen warriors to its waters, staining its blue surface crimson."
2163002,The Xobr'it Cinderfield,"For many years, the savage war between the Xbr'aal and the Mamool Ja raged back and forth across this scarred stretch of land. Siege armaments and defensive works yet litter the field decades after the conflict's end, and even the forest greenery seems hesitant to reclaim its ashen expanse."
2163003,Choliselvaas,"This enormous pillar of rock in the Ja Tiika Heartland is thought to be a remnant of the upper forest from when the meteorite fall split the region into two elevations. While the Mamool Ja revere the formation itself, the Xbr'aal are said to hold sacred the trees which grow upon its summit."
2163004,The Ja Tiika Heartland,"An arboreal sea of blue-glowing trees and deep cenotes, the “forest of the brethren” is the spiritual homeland of the Mamool Ja. Although little sunlight penetrates the dense canopy, the pulsing ambient aether provides a constant source of soft, cerulean illumination."
2163005,Tree of Living Light,"This blue-leafed tree has put down roots throughout the waters of Cenote Neyozzote, its twisted trunk wrapped around the crystal core of a fallen meteorite. As well as stimulating the growth of the tree itself, the core and the strange aether it emits appears to be affecting the surrounding plant life."
2163006,Hhusatahwi,"Situated near the Tuliyollal Trailhead, this settlement was originally built as a supply depot to facilitate the exploration and development of the Shaaloani wilderness. As time passed, however, a new saloon and other entertainments drew in the local ceruleum miners, and within a few short years, the depot has become a thriving trading post."
2163007,Mehwahhetsoan,"This village is home to a family of Hhetsarro who have taken the rroneek as their guiding animal. As the name implies, “the land where the hhetso graze” is a nomadic settlement, the tents struck and pitched over and over as they follow the seasonal migration of the rroneek."
2163008,Lake Toari,"Just like water, the moments which make up life rush past in the blink of an eye. In recognition of this truth, the Hhetsarro have given the river which runs through Shaaloani the name “Niikwerepi”─the swift current of time. The two lakes into which it flows are in turn named after the morning and the evening, with Lake Toari alluding to the former."
2163009,Pyaayehe'pya,"Named in the Shetona language, the “hill of many wings” has been the nesting grounds of the yeheheceyaa since time immemorial. The many fossils discovered in the region are evidence of their ancient existence, while the shrill cries of their newly hatched offspring herald their ongoing presence."
2163010,Mount Loazensasaya,"The ancestors of the Tonawawta are said to have stood atop this rocky plateau, puffing on rolled tobacco as they communed with the wind and the land. From this natural vantage point, one can see clear across Shaaloani to Zorgor the Boundless."
2163011,Resolution,"Located in the government sector of Solution Nine, this facility is staffed to resolve matters pertaining to welfare and employment. It is also equipped with infusion stations─machines which dispense souls in exchange for credits."
2163012,Residential Sector,"The citizens of Solution Nine live in structures known as residential radii. These numbered buildings have a common area on the first floor, with each household living above in separate, highly standardized apartments."
2163013,Mosaic,"This popular café is found in Solution Nine's commerce sector. The races of Alexandria are named after stones, and calling the shop “Mosaic” was in acknowledgment of the colorful work of art that is created when the people gather together."
2163014,True Vue,"Lined with bars and fighting stadiums, True Vue is considered the finest entertainment district in Everkeep. The district's current name is based on the popular idea that only those who gather in its back-alley streets see the truth of the world. Staid and uninspired, its official name has seemingly long since fallen out of use."
2163015,Nexus Arcade,"This complex is filled with a variety of shops selling everything from food and daily necessities to personal vehicles. With so many floors and stores to lose oneself in, it is often jokingly remarked that the lost children desk is the busiest place in the entire arcade."
2163016,The Thunderyards,"Gigantic peals of thunder echo endlessly above this desolate plain where the very air crackles with power. Due to frequent lightning strikes, mechanical sentries are unable to patrol here. Thus, despite the presence of energy stations and other important facilities, the area is infested with ferocious monsters."
2163017,The Outskirts,"Situated outside the walls of Everkeep, this laborers' town has taken over the buildings of a previously existing Yyasulani settlement. The majority of its residents are Turali-born, yet even as they extol the virtues of a traditional lifestyle, they nonetheless appear to have embraced a certain level of electrope technology."
2163018,Everkeep,"This immense citadel was built by the Alexandrian survivors of a world-spanning cataclysm. Its twelve levels house factories for producing food and other essential resources, as well as residential areas to accommodate its citizens in relative comfort."
2163019,Crackling Chasm,"According to Alexandrian historians, this chasm was rent open by a weapon of war during the Storm Surge conflict. It has since become a reservoir of concentrated lightning energies, and a massive excavator is in constant operation mining electrope from its depths."
2163020,The Nameslates,"Tucked away in a remote corner of Yyasulani, this small cemetery is a relic of earlier times. Now that the wearing of regulators has become commonplace, the culture of digging graves has largely been forgotten, and tombstones carved with the names of the deceased considered an odd and antiquated custom."
2163021,Archeo Alexandria,"These heavily damaged buildings are all that remain to tell the tale of Alexandria's castle town. It was once boasted a thriving populace, but after the Storm Surge, the ravages of war combined with flooding caused by sinking foundations left behind an unlivable ruin."
2163022,Meso Terminal,"This colossal golden structure arises from the center of Living Memory. A glittering monument to Alexandria's eternal queen, it also serves as the central terminal for Everkeep's core system."
2163023,Canal Town,"A “resort of romance and relaxation,” this charming town in Living Memory was designed around the element of water. In addition to traversing its enchanting canals, one can find fortune at the Font of Devotion, or explore the Daguerreo Medical Collection."
2163024,Yesterland,"Designed around the element of earth, this section of Living Memory features a number of attractions. The esperance wheels and the air cab ride both afford an incredible view of the entire park, while those who prefer to keep their feet on the ground can enjoy a stroll around the historical recreation of Proto Alexandria."
2163025,Windspath Gardens,"This part of Living Memory takes wind as its theme, the expansive gardens providing the stage for a living exhibit of flora and fauna collected from the old kingdom of Alexandria and its surrounds. For the studious, the area also includes a comprehensive museum of nature."
2163026,Asyle Volcane,"Dominated by a lava-spewing volcano, this corner of Living Memory is devoted to the element of fire. Visitors to this molten realm can soak in the rainbow baths of Opal Springs, or observe the deadly occupants of Matchlock Menagerie."
2163027,Steps of the Speaker,"This set of spiral walkways holds records of Milalla history and culture, though their ancestral origin is seemingly unknown. The mask-like decorations in the main hall are said to represent the reverence, adoration, and joy inspired by the presence of the “Speaker”─the title given to the Milalla's spiritual leader."
