key,Column 3
4023,Shall we go and watch?
4024,"It's certainly impressive,
but it's a bit of an eyesore..."
4025,I wonder what Master Gegeruju is like?
4026,There's always time for squats!
4027,"In the way?
No, not at all!"
4028,"Finish the course?
We're too busy looking good!"
4029,Mustn't...let go...
4030,Argh! Stop shaking it!
4031,And this is the easy part!?
4032,Am I truly ready?
4033,"I know you're not supposed to fall off, but it <Emphasis>is</Emphasis> quite fun!"
4034,"I'm not drowning,
I'm just resting."
4035,"I mustn't give in to
my fear next time...
I must focus."
4036,"<splutter> Gods!
Am I dead!?"
4037,Is that all you've got!?
4038,That's the way! Just a little farther!
4039,You're almost there!
4040,Let me know when someone promising shows up.
4041,I had a feeling that Lalafell chap would struggle...
4042,I could watch this all day!
4043,"And I need a long, hot bath!
We've all got to wait our turn!"
4044,This is no small order...
4045,"But are they absolutely,
<Emphasis>perfectly</Emphasis> parallel...?"
4046,Will these do?
4047,Give me a moment!
4048,"Shipment ought to be
arriving soon, I think..."
4049,"About time! This saw's got
no teeth left to speak of..."
4050,"Hey, about those tools─"
4051,"Not today, I'm afraid.
Delivery's been delayed.
Again..."
4052,...Heard that?
4053,"Aye. Should've known.
We'll make do as always..."
4054,The lighter the better...
4055,Aren't we spoiled for choice...
4056,Pine it is!
4057,"...And then the handle split
right down the middle!"
4058,"Surely there's got to be
something I can do..."
4059,...Or not. Back to my bunk.
4060,Really can't be bothered...
4061,A little more and it'll be finished! You'll see!
4062,Impressive craftsmanship...
4063,"Just watching everyone work
makes me feel...I don't know..."
4064,...Like we've turned a corner?
4065,"Excellent work! This should be
more than enough!"
4066,We'll need to add ash soon...
4067,"Arms holding up? Even
though it's been a while?"
4068,I could do this all day!
4069,Looking good...
4070,Hurrrgh!
4071,"By the kami, I'm spent!"
4072,"No, this isn't the place."
4073,...Just tell me where to take it.
4074,"What did the Shazenkai
fellow say again?"
4075,I wonder where he went...
4076,"Really, it's far too much for
the elders to handle..."
4077,"...Actually, I, uh, I don't
really like heights..."
4078,"Anyone here caught cheating
answers to <Emphasis>me</Emphasis>, understand?"
4079,Next time. Next time I'll hit the cactpot.
4080,"A present? But it's not
even my nameday!"
4081,"Hells take your cards!
I say we race chocobos!"
4082,We should play Triple Triad!
4083,"Don't stray too far,
got that? I promised to
keep an eye on you."
4084,I <Emphasis>will</Emphasis> have that bunny suit!
4085,'Tis your mind playing tricks on you. Nothing more.
4086,I swear I've seen him somewhere before...
4087,"You ladies head up first.
I'll take the rear..."
4088,"You'll take my pickaxe to the
eye should you try anything."
4089,Don't be such a ssspoilsport.
4090,"Such magnificent muscles.
Heh heh heh..."
4091,"When the children are happy,
Zhloe's happy too!"
4092,"I love festivals, don't you, T'kebbe?"
4093,"This is so much fun!
Thank you, Miss Zhloe!"
4094,Some of the wood is missing...
4095,"How fare you this <If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>evening<Else/>day</If><Else/><If(LessThan(PlayerParameter(11),17))>day<Else/>evening</If></If>?"
4096,"Well enough, well enough."
4097,"Working hard, or hardly working?"
4098,Having the time of my life!
4099,"Hah! Well, try not to overdo it."
4100,Like...like this?
4101,Shall I set it down by the reclamation box?
4102,"Aye, if it's no trouble!"
4103,Not at all.
4104,More for the pile!
4105,"Ah, where to put it..."
4106,Don't rush on my account.
4107,Where could he be...?
4108,Medicine... I need more...
4109,"Sorry, friend, but I'm
short this one herb..."
4110,"If I had it, I could sort you out."
4111,...Tell me where it grows.
4112,Hnnngh...
4113,Graaaghhh...
4114,Grrrrrr...
4115,<smack> <slurp>
4116,"What good's wine when it
freezes in the bloody bottle?"
4117,（★未使用／削除予定★）
4118,（★未使用／削除予定★）
4119,"Ahh, feel that heat!"
4120,"Gerolt's definitely got a knack
for more than weapons."
4121,Think it's worth digging out?
4122,"Depends on who's got to
do the digging."
4123,"Wonder if it'll cook faster
if we keep staring."
4124,"Eh, not like I've got
anywhere else to be..."
4125,"A place for everything and
everything in its place..."
4126,"Even a shallow well
shouldn't freeze like this!"
4127,Thisss place is a maze!
4128,Kageyama must not escape us.
4129,If I have calculated the rice-per-fulm ratio correctly...
4130,This is awfully thirsty work!
4131,I have come to harvest your souls! Errr...I mean rice.
4132,Picking up all these stones is not my idea of fun.
4133,"So, how does it look?"
4134,"Full of weeds and stones, I'm afraid."
4135,"“Many hands make light work,” they say."
4136,I spy some more weeds that want pulling up.
4137,"It may not be lifelike, but it keeps the crows away!"
4138,Oh...I knew I should've labeled these boxes.
4139,Hold still so I can get this mud out of your fur!
4140,"In the morning, laughing happy fish heads.♪
In the evening, floating in the soup!♪"
4141,"And now for my secret ingredient... Once I find it, anyway."
4142,I'm telling you! We should be making sake!
4143,The nail that sticks out gets hammered down.
4144,I suppose I will have to climb down at some point.
4145,What should we use for the roof?
4146,Zelkova should do the trick.
4147,Leave it to me!
4148,Ummm... Which ones are zelkova?
4149,Carry the timber up the ladder? Easier said than done!
4150,Just like carrying a wife over the threshold. But with timber.
4151,What do you have in mind?
4152,Should be ready in a few bells...
4153,"What's this? <Emphasis>When in Doma, Do as the Domans Do: A Guide for Ijin</Emphasis>..."
4154,“The Eorzean diet largely consists of popotoes rather than rice.”
4155,I was just resting my eyes!
4156,All this reading is making me sleepy!
4157,Spinny spin spin!
4158,Tell me more about Eorzea!
4159,I wonder who carried all these big crates?
4160,Seems straight enough to me.
4161,I'll be a lot happier once we get that roof up!
4162,Can't have any of these logs rolling off and squashing someone!
4163,And she told me to mind my own business!
4164,Perhaps I will have more luck with this one?
4165,"I'm not pushing myself up,
I'm pushing the earth down!"
4166,"I hear squats cure baldness!
If not, I could always buy a wig..."
4167,Not a bad selection.
4168,"Put your back into it, lad!"
4169,These are the resources we need from the Shazenkai.
4170,These should hold up...
4171,"Gah! No more nails! I'll just keep tapping these ones, then."
4172,"Would somebody open the door, please?"
4173,I could swear I heard a voice...
4174,What should we do with all these leftover explosives?
4175,Why don't I take over?
4176,"Take this, Garlean...rubble!"
4177,"By the kami, it's hot out here!"
4178,"Say, friend, you are looking rather “board.” Hur hur!"
4179,"I wandered lonely as a pond...
No, that doesn't sound right..."
4180,"Never, never again!
This I do solemnly swear..."
4181,No one is allowed past this point.
4182,But I must have those herbs!
4183,"I'm looking for a Lupin boy.
Have you seen him?"
4184,Can't say I have.
4185,We cannot see anything from here!
4186,"As soon as this is finished, we go in search of Hien!"
4187,Wretched cat...I was only trying to help! Now I'm the one who needs saving!
4188,Meow!
4189,"I am a bunshin, yes, yes."
4190,"Shapeshifter, eh? Show me
what you've got!"
4191,"Heh, all right!
I'll show you “you”!"
4192,"How 'bout it?
We could be twins!"
4193,"A rat? A <Emphasis>rat</Emphasis>!?
I am an otter, good sir!"
4194,We once had cuisine...
4195,Possibilities abound...
4196,A bold move...
4197,"See a fire, raise the alarum!"
4198,"At last, the scales have
fallen from my eyes..."
4199,"Eyes bigger than
my stomach..."
4200,How about...this!?
4201,"Eh. Same as the last
two dozen times..."
4202,I could just drift off...
4203,"You really shouldn't,
you know..."
4204,"There, there,
that's a good girl..."
4205,"Kweh, kweh!"
4206,I ain't no bloody miner...
4207,"Yes, well, we've all got
to help however we can."
4208,"We ain't gotta dream
no more..."
4209,"Help wanted! High wages!
Meals provided! "
4210,Things are starting to look up.
4211,"Right, then. Let's be about it!"
4212,"If the terms are to my liking.
I've got options, you know."
4213,"Folks can say what they like.
I'd still hold your purse close."
4214,"Past time we had
proper materials."
4215,Bloody oath.
4216,"Aye, I got a job. Still living
in a bloody tent for all
the good it's done me."
4217,"It's better than before,
but that ain't saying much..."
4218,"Today, we work..."
4219,"Tomorrow, we eat the rich!"
4220,"Pulled me groin
with all that honest work─"
4221,"Whatever you're about
to ask, don't."
4222,"So one of those fat merchants
offered to make me his slave..."
4223,"Me too. Let's both say yes
and kill him while he sleeps."
4224,"It's not the same
without them."
4225,"Perhaps we too should
return to Ala Mhigo..."
4226,Thus begins my empire...
4227,"You'll be buying it
for a good deal more!"
4228,"What ever do you have
in that pot? It smells
absolutely heavenly!"
4229,"Some of Stonesthrow's
extra-special stew, sir!"
4230,"You an old customer?
Sorry, but I don't do that
kind of work anymore."
4231,"What shall I treat
the boy to today...?"
4232,"Fair enough, fair enough..."
4233,The rabble's in high spirits...
4234,"You have been in that pot long enough, yes, yes?"
4235,"Why must you torment me, you furry fiend!?"
4236,"My, what big ears you have!"
4237,All the better to hear you with.
4238,What do you mean by that?
4239,Hien would never expect us to chase after him in a boat!
4240,Is this the only way? I'm feeling a little queasy...
4241,"You're welcome to swim alongside, if you prefer!"
4242,"Considering how long we spent on that boat, we must be in Eorzea by now."
4243,"Brothers, down here! Help me!"
4244,Do you think we'll see those Buduga men again?
4245,"Well, last I heard, they're heading west from Kugane."
4246,"They still haven't given up on Lord Hien, then..."
4247,"You have to admire their determination, if nothing else."
4248,"My Ala Mhigan contacts
are up to the challenge."
4249,"This selection is impressive,
but I'm looking for something
especially rare..."
4250,♪♪♪
4251,"What were you expecting?
A sabotender?"
4252,Fungahhhhhh!
4253,That's the way! 
4254,"Steady your hand
and aim true."
4255,I have a feeling your talents lie elsewhere...
4256,Perhaps I should craft us an egg instead?
4257,Matron's teats! How did I let them talk me into this?
4258,A new chapter in the legend of M'zhet Tia begins today!
4259,"A self-proclaimed future nunh he may be, but a puzzle-solving genius he is not."
4260,Oh! You two have made a new friend!
4261,He's so warm and fluffy! Can I keep him?
4262,"Watch your fingers, Khloe! He looks sort of...<Emphasis>bitey</Emphasis> to me."
4263,It seems I must petition the elementals for aid.
4264,Spiky man! Scary man!
4265,Fancy seeing you here...
4266,"By the kami, what now..."
4267,"For our next bit, all three
of us will double “you”!"
4268,"Don't do it! Don't you dare
pull a Genbu!"
4269,"Perish the thought!
Now watch!"
4270,"How 'bout it?
We could be quadruplets!"
4271,"Oh, well done you!
I'm sure no one saw
that one coming! Bah!"
4272,W-Would you like to try the ceremony with me?
4273,I'd <Emphasis>love</Emphasis> to!
4274,"Hah!
One more time, then."
4275,"Let's go again, Granddad!"
4276,The bulletin... Have to check the bulletin...
4277,"Heh heh, clowns are funny."
4278,Did you check the bulletin?
4279,"I...uh... No, miss..."
4280,<sigh> Go. Check. The bulletin.
4281,"Over there, eh?"
4282,Huh? Was sure this is the spot...
4283,"Has to be here, then!"
4284,...No? Godsdammit!
4285,Where's this supposed to go?
4286,
4287,Haven't you stared long enough?
4288,"No, it's not nearly seared into my brain!"
4289,
4290,I pray this will be enough.
4291,"We have no reason to believe
the barrier will not hold."
4292,"Yet if they should bring
all to bear against us..."
4293,"We should send out a
reconnaissance team."
4294,I will do whatever it takes to save my patients. Whatever it takes!
4295,"There's nothin' more beautiful
than a sunset on the Rhotano."
4296,I pray I live to see it...
4297,"I fear we lack the numbers
to hold out..."
4298,"Then we must call for
reinforcements."
4299,We must protect the border at all costs.
4300,Till our dyin' breaths.
4301,Argh...
4302,I can't feel my legs...
4303,"Only once before have
I bowed my head low..."
4304,My body is ready for a hot meal.
4305,As soon as our watch is over.
4306,"Gods, what I wouldn't give for a bath..."
4307,●仮設定
4308,That doesn't look half bad...
4309,"Sure, I'll give it a try."
4310,I'd buy that for a gil...
4311,Down the hatch!
4312,"The path to riches is a perilous one, yes, yes..."
4313,"Seven hells!
Get a bloody room, will ye!?"
4314,The next match is mine!
4315,"Mewling cub!
You'll never defeat me!"
4316,I'll show ye how to swing a damn hammer!
4317,The abyss take me...
4318,Wh-Which tile should I discard...?
4319,"Well, this is a disaster!"
4320,And one is meant to scale this edifice...?
4321,Ulalaaa!
4322,I love you!
4323,Mashaaa!
4324,Yes!
4325,U-lah-lah!
4326,Hah! Hah!
4327,Narumiii!
4328,She looked at me!
4329,W-We're safe...?
4330,The sky...
4331,What's happening...?
4332,Lord...Vauthry...
4333,Long may...you reign...
4334,Ohhh...
4335,Hallowed be his name...
4336,Blessed is the meol...
4337,Is this supposed to be part of the show?
4338,Something's happening...
4339,Did you summon those things!?
4340,What in the gods' name is that!?
4341,That way! The crown's that way!
4342,Keep running! You're almost there!
4343,"Phew, we did it..."
4344,Time to collect our prize.
4345,I daresay they've had their fill of sport.
4346,Is... Is it over?
4347,Their mastery over glamours is truly astounding.
4348,"It was no less than what
I expected, but─well done."
4349,Alisaie...
4350,Rest well...
4351,"A Lightwarden, gone.
I can scarce believe it."
4352,"Good. Keep that
memory with you."
4353,"That Lightwarden...
That was <Emphasis>terrifying</Emphasis>."
4354,And thus doth the night return.
4355,So the Warden of the wood falls.
4356,We've taken back the darkness!
4357,At last.
4358,It seems that Ryne was correct.
4359,Thank goodness we succeeded.
4360,"That was a passing
strange form for an eater."
4361,Are you at all injured?
4362,Vauthry awaits.
4363,It's the moment of truth.
4364,"No eaters remain to
stand in our way."
4365,"I feel it above─
a powerful light."
4366,"All has gone to plan thus far.
...To the extent there <Emphasis>is</Emphasis> a plan."
4367,"An eater that only makes
the others fiercer. Lovely."
4368,We shall not falter!
4369,"Not for despair, nor fate itself."
4370,"Be on your guard.
This is wholly his realm."
4371,<Emphasis>Where</Emphasis> is Emet-Selch?
4372,"This is it─the
first and final end."
4373,The unwinding of life itself...
4374,One cannot help but pity Vauthry...
4375,"Finally, all the Lightwardens are gone..."
4376,"Come out, come out, wherever you are!"
4377,What should we do when we find them?
4378,We send them flying! Tee hee!
4379,Aaany moment now...
4380,D-Don't let them eat me!
4381,What in the world...?
4382,What's wrong with everyone? 
4383,Where...where am I?
4384,Ungh... My head...
4385,Long live...Lord Vauthry?
4386,It was awful... <sob>
4387,Are you all right?
4388,Zzzzzz...
4389,<snore> <snore>
4390,<slurp> <snort>
4391,"Wake up, damn you!"
4392,What's happening!?
4393,It's the dust! Don't breathe in the dust!
4394,Keep an eye on them buggers!
4395,We're gonna need more meat...
4396,"Who's a pretty girl, then?"
4397,I think...<hic>...I've had enough...
4398,"Whisk, whisk until it's mixed!♪"
4399,"Grab a seat!
...And a mug!"
4400,You do too much...
4401,"Ugh, I need a drink..."
4402,"Aye, that hits the spot!"
4403,Lali-hooo!
4404,La... La...li...ho!
4405,Hup! Ha!
4406,"No swivin' Goggs about, then?"
4407,B-Blast! It's higher than I thought...
4408,No rips that I can see...
4409,Heading in for a pint?
4410,We've got to protect our food stores!
4411,Is there aught else you need?
4412,"I'm fine for now, thanks."
4413,Just a few more rows!
4414,Hey! We're meant to do our chores first!
4415,Wait!
4416,I'm gonna get you!
4417,Yay! I got you!
4418,Nuh-uh! I let you catch me!
4419,That's enough! You're <Emphasis>both</Emphasis> winners.
4420,Let's play catch-the-kitten!
4421,"All right, you go first!"
4422,"This way, slowpoke!"
4423,Almost time to eat!
4424,W-We'll get you some medicine...
4425,It's gotta be cooked by now...
4426,Did you hear what happened to that girl!?
4427,That ought to keep the wind out.
4428,"Please...
Whatever you can spare..."
4429,Maybe I should join him...
4430,But the letter from the Crystarium said...
4431,I hope this crop turns out better than the last...
4432,Don't you wag your finger at me!
4433,I once knew twins who had hair just like yours!
4434,We'd best scout the area first.
4435,You can cross that bridge when you come to it.
4436,The forest calls to me...
4437,I am not lying! I saw it!
4438,"Well, if the others don't get here soon, we'll have to eat their share!"
4439,"Give me a moment, would you? I'm sure it's crooked!"
4440,"That is what Uimet said, anyway."
4441,"It is probably true, in that case."
4442,Is everything ready?
4443,Master Lanille has taken care of it.
4444,Then I shall return to my post.
4445,"I'd better count them again, just to be sure."
4446,"Yes, yes! Adorable!"
4447,There must be at least one shiny here!
4448,"Not a bad price, all things considered."
4449,"I'll get us a good deal, don't you worry!"
4450,"Now, you stay right there!"
4451,Hmm? Where did it go?
4452,I take my eyes off of it for one moment...
4453,Come back here!
4454,Not again!
4455,"Not good, not good..."
4456,There it is!
4457,"You must not wander off like that, understood?"
4458,That's a fair point...
4459,I have a feeling I've forgotten something.
4460,"Come now, you mustn't fret."
4461,"It never ceases to amaze.
Every time I see it..."
4462,What am I supposed to do now!?
4463,"A tasty morsel of information, yes?"
4464,Leave no stone unturned...
4465,To see a sin eater from so close... I will never forget it.
4466,And we'll split the profits!
4467,"Yes, it's all here, as agreed."
4468,"So, ready to get back to work?"
4469,Not yet. Still coughing up grey phlegm.
4470,Erm... You might wanna get that looked at...
4471,The Fuath are nothing but trouble!
4472,As my master always used to say...
4473,"Yes, better than boiling them, methinks."
4474,"A fair trade, it would seem."
4475,"A bit on the small side, perhaps..."
4476,Slowly but surely do the mushrooms grow.
4477,The blue one... Or the other blue one... Hmm...
4478,I am sure my eyesight is getting worse.
4479,Oh! This is a heavy one!
4480,"Gather round, little ones."
4481,And we'll call it “Delta Attack!”
4482,Let's try shapechanging!
4483,That sounds like fun!
4484,Watch this!
4485,Ooh! I can't wait to see this!
4486,"Piff, paff, poff!"
4487,Eek!
4488,Oink!
4489,Hee hee! How terribly amusing!
4490,Haha! A porxie!
4491,Oink! Oink!
4492,Now I just need to work out how to reverse it...
4493,Wait for me!
4494,Come back!
4495,Ummm...
4496,It's a beaver!
4497,Snook!
4498,You'll never catch me!
4499,Snook! Chit!
4500,I wonder who pushed up <Emphasis>these</Emphasis> daisies?
4501,"If I eat the whole thing, I shall go “pop!”"
4502,All this frolicking has worn me out...
4503,Haven't you had enough!?
4504,"Come on, lazy bones! There's frolicking to be done!"
4505,So soft... So fluffy...
4506,No one can fly higher than meee～♪
4507,"Now you see me, now you don't!"
4508,Found me again! I'll have to try harder!
4509,Very good! Let's see if you can find me again!
4510,Ooh! You won't be so lucky next time!
4511,You're fun! Bye for now!
4512,"Come now, don't sulk! Here, I brought you a flower!"
4513,You're like a walking cloud!
4514,And they'll never suspect a thing!
4515,Hurry up and grow!
4516,"Please, anything you can spare!"
4517,That's what you get for pushing your luck!
4518,"Nana nana nana nana, fishing!"
4519,A steal at half the price!
4520,My fortune is just a few scoops of dirt away!
4521,"As soon as his back's turned, that soup is mine!"
4522,"Next time, I'll set the line a bit lower."
4523,Why must there be so many rules?
4524,I hope I haven't forgotten anything.
4525,Why are they eating pebbles?
4526,Oh no! It looks like I've burnt it!
4527,He's gonna eat his face off! I can't wait!
4528,Go for the ribs! Don't let that bastard breathe!
4529,"One good gust of wind, and the whole thing'll come down."
4530,Maybe it's time to flip them over?
4531,"Take that, you bastard nail! And that!"
4532,This burgling lark's harder than I thought!
4533,"If I stay drunk, I'll never get hungover!"
4534,"Stick to the plan, and we can't fail!"
4535,Why must this take so long?
4536,They're sure to be impressed by my posing!
4537,Maybe I should draw the curtain...
4538,"Be a good boy and fetch me some wine, would you?"
4539,"Yes, milady."
4540,I had hoped there would be something in the Buttress to entertain me...
4541,...but it seems I was mistaken.
4542,Back to the Understory it is.
4543,"Your wine, milady."
4544,Tsk! That bloody fickle cow!
4545,"""Where? Up your arse and 'round the corner!“ Ha!"
4546,I wish they'd make these eyeholes a bit bigger.
4547,Time for a stroll...
4548,...to the parlor!
4549,And then the wretched pauper split his head open! Hilarious!
4550,"It's my money, and I'll spend it how I please!"
4551,"But, of courshe─hic!─the eldersh musht never know of thish!"
4552,"Oh, don't you worry about that, my friend!"
4553,"Haha! How very unlike you, Oboro!"
4554,Hic! Perhapsh I have partaken a bit more than─hic─ushual...
4555,I tire of this place. Come.
4556,"Yes, my lady."
4557,How frightfully vulgar!
4558,I quite agree.
4559,"Silence! When I want your opinion, I will ask for it!"
4560,"Yes, my lady!"
4561,What I would not give for some stimulating conversation...
4562,"One day, I shall buy this plaza and decorate in the manner of my choosing."
4563,"Yes, my lady..."
4564,"Care for a drink, sir?"
4565,Can you not see I am busy!?
4566,I can't even give this stuff away...
4567,Why will no one take a drink?
4568,Maybe you should be more assertive?
4569,"All right, I'll try."
4570,Are you sure we haven't got anything better?
4571,"Marry me, and you shall have everything you could wish for!"
4572,It's about time I changed the string.
4573,Oh my! How did you get so dusty?
4574,"All right, you've made your point!"
4575,I'd stick to the path if I were you.
4576,But I'm ready for the front line!
4577,This ought to last us a while.
4578,I'll work off this beer belly eventually!
4579,"There'll be no trouble, I swear!"
4580,"There's something down there, I know it!"
4581,Whoever built this thing must've been in a hurry.
4582,Nothing to report!
4583,"You'd better do one more circuit, just to be sure."
4584,"Yes, yes... I know how to do my job, thanks."
4585,"Soon, my pretty, soon..."
4586,I could put one in that smug prick's back from up here. He wouldn't even know what hit him...
4587,And we even managed to get the best room they have!
4588,We should get away like this more often.
4589,What could you have been doing to end up in such a state?
4590,"Yes, but I hear enormous swords are all the rage!"
4591,I want to see those noses touch the ground!
4592,"If we pull this off, we'll make a killing!"
4593,I swear my eyesight's getting worse...
4594,"If I see you sleeping on the job again, you'll be on latrine duty until I say you've had enough!"
4595,I have a feeling I'm in the wrong place...
4596,These feathers would fetch a gil or two...
4597,<pant> <pant>
4598,This is madness...
4599,Wh-What do we do...?
4600,Aaah!
4601,Shall we?
4602,Lead the way.
4603,And here we have the Rotunda.
4604,"Watering, watering, all day long! "
4605,All finished!
4606,Good work.
4607,Here's the next batch.
4608,"So, I should scatter these in the same place."
4609,That's right!
4610,And what comes after that?
4611,"Yes, four apples, seven lemons. How many times must you count them!?"
4612,My achin' bones...
4613,"If I stare at those crates long enough, maybe they will move themselves."
4614,Marvelous! Splendid!
4615,I fear this disagrees with my aesthetic sensibilities...
4616,This one might do...
4617,So? Find anything?
4618,I did indeed!
4619,And the reward is not bad either!
4620,Such vibrant colors!
4621,Where could it have gone?
4622,I'm sure it wouldn't sprout legs and walk off by itself.
4623,Perhaps it found its way over here?
4624,Or perhaps not.
4625,Maybe it's lurking in here?
4626,I do not see that posing any difficulties.
4627,"“By the time you read this, I shall surely be...”"
4628,"Well, perhaps if you'd brushed your hair away from your eyes, you'd have seen it!"
4629,"I should take another look, just in case."
4630,But that would mean that cucumbers are fruit...
4631,"We're still waiting for those new ladders to be delivered, I'm afraid."
4632,“...and ripped out his still-beating heart...”
4633,I can never find what I'm looking for.
4634,Something about needles and haystacks springs to mind...
4635,Would it kill them to organize things a bit better?
4636,Who needs ladders when you have magic!
4637,"So, where is it?"
4638,Erm...
4639,"I didn't ask for an “erm,” did I?"
4640,It should be ready soon.
4641,Any idea how soon?
4642,I'm afraid not.
4643,Hopefully it won't explode this time...
4644,"Sir, yes, sir!"
4645,You call that a squat!?
4646,Is everything here yet?
4647,How goes it?
4648,"Well, it could be worse!"
4649,Don't be afraid to ask for help if you need it.
4650,Understood!
4651,Maybe I should lighten the load...
4652,I concur.
4653,"Well, there goes my lunch..."
4654,Take it or leave it!
4655,I wonder what the problem is...
4656,I'd best make a note of this.
4657,Everything seems fine here.
4658,"Not great, but acceptable."
4659,Are you sure you don't need any?
4660,"For the last time, no!"
4661,Oh... I see.
4662,I'll try asking again.
4663,"He's persistent, I'll give him that."
4664,"Oh gods, I think I've torn my breeches!"
4665,How remarkably informative...
4666,"He held an axe in each hand, and another with his tail!"
4667,We have every garment the discerning professional could possibly need!
4668,It will make a fine gift.
4669,What could possibly go wrong?
4670,You certainly have an eye for quality!
4671,Stop whining!
4672,I'll show her! I can live on stolen bread!
4673,Think of the profits we'll make!
4674,So she told him to take a long walk off a short pier!
4675,I shall leave it to the chef's discretion.
4676,It all seems in order.
4677,Thank you for keeping an eye on it!
4678,Don't mention it!
4679,"Hmm... No leaks, no strange noises..."
4680,What say you? Are you in?
4681,It might be easier to shoot them down with my bow.
4682,"Yes, about my room..."
4683,I wonder which is the biggest?
4684,Where did all of these crumbs come from?
4685,I'm telling you! It's true!
4686,I want to be the Exarch this time!
4687,Lali-ho!
4688,How go the repairs?
4689,It's practically like new!
4690,
4691,"Mmmmmm, tastes like samurai..."
4692,I'll have a dozen.
4693,Can't talk─gotta train!
4694,"If you gaze too long into the forest, the forest also gazes into you... "
4695,"And for my next trick, a handstand!"
4696,"Finlesss one, eh?"
4697,I have a quessstion...
4698,Are you just going to ssstand there all day!?
4699,But it is ssso dry!
4700,"But when you consider the
implications of this latest
calamity, you must admit..."
4701,"Trust in the scholars.
They will find a solution."
4702,"What a precocious
little child!"
4703,"If you could perhaps
explain the finer points
of the creation process..."
4704,"Yes, yes. Quite right..."
4705,"Citizens must be held
to a higher standard..."
4706,"They've convened an
emergency assembly."
4707,This concerns us all.
4708,Agreed. We must hurry...
4709,"There's an incredible
concept I just know
you'll adore..."
4710,"You... I know...
No, never mind."
4711,"The subject's potential
is far beyond our
wildest expectations..."
4712,Where to put this...?
4713,"I'm all for people having fun, but can't they learn to pick up after themselves?"
4714,"It's a mess, all right. But it could have been worse."
4715,Look what I found!
4716,We have to clean up this mess before Master Gegeruju sees it...
4717,Even pirates clean up better than this!
4718,At least all the squatting I'm doing is good for my thighs...
4719,My muscles shine even brighter on these sparkling sands!
4720,"As if it weren't bad enough already, the debris keeps floating in..."
4721,"We need to clean up before the Rising! Or wait, has it already started?"
4722,"It's a hassle, all right, but we can't just leave this trash here..."
4723,Is that the last of it?
4724,Where do empty bottles go again...?
4725,All that digging makes me sleepy!
4726,Mummy!
4727,Just try to relax a little!
4728,Sh-Shut up already!
4729,"So, are you going to jump any time soon?"
4730,Where do I go for the bomb dance?
4731,I think I need a rest...
4732,I don't even want to <Emphasis>think</Emphasis> about climbing that!
4733,Look at me! I'm a pirate! Yarr!
4734,I suppose it's not <Emphasis>too</Emphasis> far down...
4735,How am I supposed to get up <Emphasis>there</Emphasis>!?
4736,Hah! Getting to the top is child's play!
4737,Phew! Almost there!
4738,"I don't have the nerve to try myself, but I do enjoy watching!"
4739,They really saved the best for last...
4740,I know you can do it!
4741,What's most important is that you have fun!
4742,What are you waiting for!? Give it a try!
4743,"Only way to get there is from above, it seems."
4744,Look! It's a slide!
4745,You're going to climb up there? That looks so scary!
4746,I hear there's a nice place to rest there!
4747,"Ooh, look at those muscular thighs!"
4748,Muscle-heads? Love 'em!
4749,Put those muscles to work and climb to the top!
4750,I will have my revenge! My vengeance! My re-vengeance!
4751,Hey! Don't rock the boat!
4752,B-But this is only the beginning!
4753,Is this the secret route everyone's talking about?
4754,I'm going to make it this time!
4755,Urgh...
4756,Shall we dance?
4757,"A-one, and a-two, and a-one, and a-two!"
4758,There's nothing like dancing your worries away!
4759,They have the battered fish again this year!
4760,Ooh! Let's get some and eat it on the beach!
4761,The wind calls us. Run as fast as your legs carry you and soar into the air.
4762,There's no festival fairer than the Moonfire Faire!
4763,I can't wait to write a story about this!
4764,You did it! Congratulations!
4765,You're really something else!
4766,Incredible! You're my hero!
4767,"Hey, haven't I seen you before? Good job, either way!"
4768,I knew you could do it again!
4769,I've always admired you!
4770,Go get 'em!
4771,I'm so glad I could bring them here. Wait...have they eaten yet?
4772,"So this is the festival I read about... A truly magical occasion, indeed!"
4773,How I hate ships... I think I'm going to be─urk!
4774,"Heat-resistant garb? Well, well, I would like to try making that!"
4775,I do wish those ladies would be quiet. They're scaring all the fish away.
4776,This bleedin' lout keeps catchin' my godsdamned fish before I can!
4777,"Hah! As easy as baking pineapple pie, I say!"
4778,Does this mean I'll be able to see the chief in a bathing suit!?
4779,Swish-swish-aroo!
4780,"Naps dna kcips.
Swish-swish-aroo!"
4781,"Eb nac naelc sa nealc!
Swish-swish-aroo!"
4782,"Mottob ot pot morf!
Swish-swish-aroo!"
4783,"Yaws dna peews!
Swish-swish-aroo!"
4784,"Degrup eb tsum sniats!
Swish-swish-aroo!"
4785,"Naelc ot evil I!
Swish-swish-aroo!"
4786,"Burcs, burcs, burcs!
Swish-swish-aroo!"
4787,"There, there, lad. You're going to be all right."
4788,Know the reconstruction plan like the back of your hand!
4789,No! Up here!
4790,"This is where it goes, right, miss?"
4791,The inspector was right. This scenery shall make a fine subject for my masterpiece.
4792,This stew certainly tastes...interesting.
4793,"No! Up the stairs, I said!"
4794,"Straight ahead, right, miss?"
4795,We worked hard! Now we rest hard!
4796,Watch your step or you'll break your neck!
4797,Where in the world did he go?
4798,Where in the world am I?
4799,"Mmmmmm, stew..."
4800,"Relax, he'll find his way back."
