key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
68110,Fade to Black Lotus,JobPld680_02574,ACTOR0,ACTOR1,ACTOR2,EVENTRANGE0,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ENEMY0,ENEMY1,ENEMY2,ACTOR9,EVENTACTION0,LOC_LEVEL_COMM_01,LOC_LEVEL_WATCH_01,LOC_LEVEL_RECE_01,LOC_ENPC_GALL_01,LOC_ENPC_GALL_02,LOC_ENPC_GALL_03,LOC_ENPC_GALL_04,LOC_ENPC_GALL_05,LOC_SE_ZAWA_01,LOC_ENPC_RECE_01,LOC_ENPC_DOUR_01,LOC_ENPC_ADRI_01,LOC_ACT_SUP_01,LOC_LEVEL_MRGET_01,LOC_ENPC_MRGET_01,LOC_ENPC_MYLLA_01,LOC_FACE_01,,,,,,,,,,,,,,,,,,
68111,Raising the Sword,JobPld700_02575,ACTOR0,ACTOR1,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,EVENTACTION0,TERRITORYTYPE1,ACTOR2,ACTOR3,ACTOR4,LOC_LEVEL_COLO_01,LOC_ENPC_NANAMO_01,LOC_ENPC_MYLLA_01,LOC_ENPC_DOUR_01,LOC_ENPC_ADRI_01,LOC_ENPC_JENL_01,LOC_ENPC_ALDIS_01,LOC_LEVEL_COMM_01,LOC_ACT_SUP_01,LOC_SE_ZAWA_01,LOC_SE_KANSEI_01,LOC_BGM_ODAYAKA_01,LOC_LEVEL_ALDIS_01,LOC_LEVEL_DOUR_01,LOC_ENPC_ALDIS_02,NCUT_01,WS_GET_ACTION,WS_GET_LOG,WS_GET_SKILL,JOBSTONE_MODEL,WS_GET_VFX1,LOC_ENPC_CONT_01,LOC_ENPC_FRAN_01,LOC_ENPC_AND_01,LOC_ENPC_BRO_01,LOC_ENPC_PAPA_01,LOC_ENPC_BOY_01,LOC_LEVEL_BOY_01,,,,,,,,,,,,
68112,Taking the Red,JobRdm500_02576,CLASSJOB,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,LOC_ACTOR13,QST_COMP_CHK_00,QST_COMP_CHK_01,QST_COMP_CHK_02,COMPLETED_CONTENTS_01,QST_COMP_CHK_03A,QST_COMP_CHK_03B,NCUT_01,UNLOCK_IMAGE_CLASS_HRV,HOW_TO_0,LOC_ACTION_0,HOW_TO_CLASS_CHANGE,HOW_TO_JOB,UNLOCK_IMAGE_JOBCHANGE,,,,,,,,,,
68113,The Crimson Duelist,JobRdm501_02577,ACTOR0,ACTOR1,ACTOR2,ACTOR3,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,EVENTACTION0,ACTOR4,ACTOR5,ACTOR6,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR9,LOC_ACTOR10,QST_COMP_CHK_00,LOC_BGM1,LOC_MOT_EVENT_TAKE_LOOK_SP,LOC_LCUT_ACTOR0,QST_COMP_CHK_01,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,
68114,A Rewarding Struggle,JobRdm520_02578,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,EVENTACTION0,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT1,ENEMY0,EVENTACTION1,ENEMY1,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ITEM0,ACTOR13,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,LOC_ACTOR13,LOC_ACTOR14,LOC_ACTOR15,LOC_ACTOR16,QST_ACCEPT_CHK_00,QST_COMP_CHK_00,QST_COMP_CHK_01,QST_COMP_CHK_02,,,,,,,,
68115,Tracking the Cabal,JobRdm540_02579,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ITEM0,EOBJECT1,EOBJECT2,EOBJECT3,ACTOR5,ACTOR6,ACTOR7,LOGMESSAGE0,EOBJECT4,ACTOR8,ACTOR9,ACTOR10,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,SE_EVENT_LINK,SE_EVENT_OPEN,LOC_EOBJ_ARIABOX_01,LOC_LQ_ARIABOX_01,QST_COMP_CHK_00,LOC_ACTION0,LOC_ACTION1,,,,,,,,,,,,,,,,,,
68116,A Vermilion Vendetta,JobRdm560_02580,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,TERRITORYTYPE0,QUESTBATTLE0,ACTOR6,EOBJECT0,EVENTACTION0,ACTOR7,ACTOR8,POPRANGE0,ACTOR9,ACTOR10,ACTOR11,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,NCUT_01,LOC_ACTOR12,LOC_ACTOR13,LOC_LQ_LCUTPOS_01,LOC_ACTOR14,LOC_SE_01,LOC_ACTION0,LOC_ACTION1,CONTENTS_COMP_CHK_01,QST_COMP_CHK_01,QST_ACCEPT_CHK_00,,,,,,,,,,
68117,On Lambard's Trail,JobRdm580_02581,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ENEMY2,ENEMY3,ENEMY4,ENEMY5,ENEMY6,ENEMY7,ENEMY8,ACTOR9,ACTOR10,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,QST_COMP_CHK_00,QST_COMP_CHK_01,QST_COMP_CHK_02,QST_COMP_CHK_03A,QST_COMP_CHK_03B,LOC_ACTION0,LOC_ACTION1,LCUT_BGM0,,,,,,,,
68118,Stained in Scarlet,JobRdm600_02582,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EVENTRANGE0,EVENTACTION0,ACTOR7,EVENTACTION1,ENEMY0,ENEMY1,EOBJECT0,EVENTRANGE1,ACTOR8,ENEMY2,ENEMY3,ENEMY4,EOBJECT1,ACTOR9,EOBJECT2,EOBJECT3,EOBJECT4,EOBJECT5,EVENTACTION2,TERRITORYTYPE0,QUESTBATTLE0,TERRITORYTYPE1,ACTOR10,ACTOR11,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,NCUT_01,JOBSTONE_MODEL,LOC_WS,LOC_VFX2,LOC_ACTION0_WSGET,LOC_VFX1,LOC_LOG_MES,LOC_LQ_LCUTPOS_01,LOC_SE_01,LOC_BGM_00
68119,The Color of Her Hair,JobRdm601_02583,ACTOR0,ACTOR1,ACTOR2,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ENEMY2,ACTOR3,ACTOR4,EVENTACTION2,ACTOR5,ACTOR6,ACTOR7,ACTOR8,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,QST_COMP_CHK_00,QST_COMP_CHK_01,QST_COMP_CHK_02,LOC_ACTION0,LOC_SE_01,LOC_LCUT_ACTOR0,LOC_LCUT_ACTOR1,LOC_LCUT_ACTOR2,LOC_LCUT_ACTOR3,LOC_ACTION1,LOC_VFX_00,LOC_ACTION2,,,,,,,,,,,,,
68120,Traced in Blood,JobRdm630_02584,ACTOR0,ACTOR1,ACTOR2,EOBJECT0,EVENTACTION0,EOBJECT1,EOBJECT2,ITEM0,ITEM1,ITEM2,ACTOR3,EOBJECT3,EVENTACTION1,ENEMY0,EVENTACTION2,ITEM3,ACTOR4,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,QST_COMP_CHK_00,LOC_LCUT_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68121,Nightkin,JobRdm650_02585,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,TERRITORYTYPE0,QUESTBATTLE0,ITEM0,EOBJECT0,EVENTACTION0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_LCUT_ACTOR0,LOC_MOTION0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68122,Child of Lilith,JobRdm680_02586,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ACTOR8,ACTOR9,EOBJECT1,EVENTACTION2,EOBJECT2,EOBJECT3,EOBJECT4,LOGMESSAGE0,ACTOR10,ACTOR11,ACTOR12,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,NCUT_01,LOC_LCUT_ACTOR0,LOC_LCUT_ACTOR1,LOC_SE_EVENT_DIG,LOC_SE_EVENT_MACHINE_MAINTENANCE,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ACTION3,LCUT_BGM0,,,,
68123,With Heart and Steel,JobRdm700_02587,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,TERRITORYTYPE0,QUESTBATTLE0,ACTOR7,EOBJECT0,EOBJECT1,TERRITORYTYPE1,ACTOR8,ACTOR9,ACTOR10,ACTOR11,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR9,LOC_ACTOR11,NCUT_01,COMPLETED_QUEST_01,COMPLETED_QUEST_02,COMPLETED_QUEST_03,COMPLETED_QUEST_04,COMPLETED_QUEST_05,COMPLETED_QUEST_06,COMPLETED_CONTENTS_01,LOC_LCUT_ACTOR0,LOC_LCUT_ACTOR2,LOC_LCUT_ACTOR3,LOC_LCUT_ACTOR4,LOC_EOBJ_SHIP_01,LOC_LQ_SHIP_01,WS_GET_ACTION,WS_GET_LOG,WS_GET_SKILL,JOBSTONE_MODEL,WS_GET_VFX1,LOC_ACTOR6,LCUT_BGM0,LCUT_BGM1,,,,,,,
68124,Shades of Shatotto,JobBlm601_02588,ACTOR0,ACTOR1,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,EVENTACTION0,TERRITORYTYPE1,LOC_ACTOR0,LOC_ACTOR1,LOC_SE_01,LOC_LQ_LCUTPOS_01,LOC_IDLE_01,NCUT_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68125,Golems Gone Wild,JobBlm630_02589,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,ACTION0,ENEMY0,EOBJECT1,ENEMY1,EOBJECT2,ENEMY2,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ENPC_SHATO_01,LOC_SE_01,LOC_ACTOR5,LOC_ACTOR6,,,,,,,,,,,,,,,,,,,,,,,,
68126,When the Golems Get Tough,JobBlm650_02590,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,EVENTACTION0,ACTOR4,ACTOR5,EVENTRANGE0,ENEMY0,ACTOR6,EOBJECT1,ACTOR7,ACTOR8,EVENTACTION1,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_SE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68127,Unnatural Selection,JobBlm680_02591,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EOBJECT0,EVENTACTION0,ENEMY0,EVENTACTION1,ENEMY1,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTION_TIMELINE_EVENT_LINK,SE_EVENT_LINK,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,LOC_SE_01,,,,,,,,,,,,,,
68128,One Golem to Rule Them All,JobBlm700_02592,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,ACTION0,TERRITORYTYPE1,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,ACTION_TIMELINE_EVENT_LINK,LOC_ACTOR6,LOC_ACTOR7,LOC_ACTOR8,LOC_ACTOR9,LOC_ACTOR10,LOC_ACTOR11,ACTION_TIMELINE_EVENT_JOY,LOC_ACTOR12,NCUT_01,WS_GET_ACTION,WS_GET_LOG,WS_GET_SKILL,JOBSTONE_MODEL,WS_GET_VFX1,,,,,,,,,,
68129,A Missive from the Far East,ClsBsm601_02593,ACTOR0,ACTOR1,ITEM0,ACTOR2,ACTOR3,LOC_ACTOR_01,BIND_ACTOR_01,BIND_ACTOR_02,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,LOC_BGM_01,LOC_ACTION_04,LOC_SE_01,LOC_SE_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68130,Original Blanstyr,ClsArm601_02594,ACTOR0,ACTOR1,LOC_ACTOR_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68131,Eastern Apprentice,ClsArm630_02595,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,RITEM0,RITEM1,LOC_ACTOR_01,LOC_ACTOR_02,BIND_ACTOR_01,BIND_ACTOR_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68132,Forging with Scales,ClsArm650_02596,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,RITEM0,RITEM1,BIND_ACTOR_01,BIND_ACTOR_02,LOC_ITEM_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_IDLE_01,BIND_ACTOR_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68133,Head-to-head Contest,ClsArm680_02597,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,RITEM0,RITEM1,BIND_ACTOR_01,BIND_ACTOR_02,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ITEM_01,LOC_ITEM_02,LOC_ACTION_01,LOC_IDLE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68134,A Confluence of Style,ClsArm700_02598,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,RITEM0,RITEM1,ACTOR5,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,BIND_ACTOR_01,LOC_ACTION_01,LOC_MARKER_01,LOC_SE_01,LOC_SE_02,NCUT_EVENT_CLSARM700_01,LOC_IDLE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68135,A Royal Request,ClsGld601_02599,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,BIND_ACTOR_01,QST_CHECK_STMBDA706,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ITEM_01,LOC_IDLE_01,LOC_SE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68136,Gemworks in Progress,ClsGld630_02600,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,RITEM0,RITEM1,QST_CHECK_STMBDA136,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,LOC_ACTION_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ITEM_01,,,,,,,,,,,,,,,,,,,,,,,,,
68137,Blindsided,ClsGld650_02601,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,RITEM0,RITEM1,BIND_ACTOR_01,LOC_ACTION_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_ACTOR_06,LOC_MARKER_01,LOC_ACTION_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68138,The Perfect Tribute,ClsGld680_02602,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,EOBJECT0,EVENTACTION0,EOBJECT1,EVENTACTION1,RITEM0,ACTOR10,ACTOR11,ACTOR12,RITEM1,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,LOC_ACTION_01,LOC_SE_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_ACTOR_06,LOC_EOBJ_01,LOC_MARKER_01,BIND_ACTOR_05,BIND_ACTOR_06,QST_CHECK_CLSALC680,QST_CHECK_CLSALC700,LOC_ACTION_02,,,,,,,,,,,,
68139,Sultana Dreaming,ClsGld700_02603,ACTOR0,ACTOR1,ITEM0,ACTOR2,ITEM1,ACTOR3,ITEM2,ACTOR4,RITEM0,ACTOR5,ACTOR6,ACTOR7,RITEM1,ITEM3,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,LOC_ACTION_01,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,LOC_ACTOR_01,NCUT_EVENT_CLSGLD700_01,LOC_SE_01,LOC_SE_02,LOC_ACTION_02,,,,,,,,,,,,,,,,,,,,
68140,Flavors of the Far East,ClsCul601_02604,ACTOR0,ACTOR1,ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68141,Rice to the Occasion,ClsCul630_02605,ACTOR0,ACTOR1,ACTOR2,ACTOR3,RITEM0,ACTOR4,ACTOR5,RITEM1,ACTOR6,ACTOR7,ACTOR8,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,BIND_ACTOR_04,LOC_ACTOR_01,LOC_ACTOR_02,LOC_EOBJ_01,LOC_MARKER_01,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_IDLE_01,LOC_IDLE_02,LOC_IDLE_03,LOC_ACTION_01,,,,,,,,,,,,,,,,,,,,,,,,
68142,A Broth from the Brine,ClsCul650_02606,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,RITEM0,ACTOR8,RITEM1,BIND_ACTOR_01,BIND_ACTOR_02,BIND_ACTOR_03,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_ACTOR_05,LOC_EOBJ_01,LOC_MARKER_01,LOC_MARKER_02,LOC_MARKER_03,LOC_SE_01,LOC_SE_02,LOC_SE_03,LOC_ACTION_01,,,,,,,,,,,,,,,,,,,,,,,
68143,Teach a Man to Make Fish,ClsCul680_02607,ACTOR0,ACTOR1,ACTOR2,ACTOR3,RITEM0,ACTOR4,RITEM1,ACTOR5,ACTOR6,ACTOR7,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_ACTOR_04,LOC_EOBJ_01,LOC_MARKER_01,LOC_MARKER_02,LOC_MARKER_03,LOC_IDLE_01,LOC_ACTION_01,BIND_ACTOR_01,BIND_ACTOR_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68144,The Way to a Father's Heart,ClsCul700_02608,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,RITEM0,ACTOR15,RITEM1,POPRANGE0,BIND_ACTOR_01,BIND_ACTOR_02,NCUT_EVENT_CLSCUL700_01,QST_CHECK_STMBDA608,LOC_ACTOR_01,LOC_ACTION_01,,,,,,,,,,,,,,,,,,,,,,,,,
68145,A Taxing Request,ClsTan601_02609,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTIONTIMELINE_TALK_FINGER,ACTIONTIMELINE_EVENT_SPIRIT,ACTIONTIMELINE_EVENT_BASE_CHAIR_END,BIND_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68146,Mounting Expectations,ClsTan630_02610,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,EOBJECT0,EVENTACTION0,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,RITEM0,ACTOR13,RITEM1,ACTIONTIMELINE_TALK_FINGER,ACTIONTIMELINE_EVENT_SPIRIT,ACTIONTIMELINE_EVENT_COMFORTABLE,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,SE_EVENT_TANNER_WORK_MAIN,SE_EVENT_TANNER_WORK_SUB,SE_EVENT_HQ,LCUT_POS0,LCUT_EOBJ0,SNP0,QST_ITEM0,QST_ITEM1,,,,,,,,,,,,,
68147,The Value of Life,ClsTan650_02611,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ITEM0,ACTOR7,RITEM0,RITEM1,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_POS0,SE_EVENT_WEAR_HELMET,SE_EVENT_TANNER_WORK_MAIN,QST_ITEM0,QST_ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68148,And We Shall Call It Pyros,StmBdy403_02612,ACTOR0,UNLOCK_IMAGE_DUNGEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68149,And We Shall Call It Hydatos,StmBdy404_02613,ACTOR0,UNLOCK_IMAGE_DUNGEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68150,The Trouble with Taxidermy,ClsTan680_02614,ACTOR0,ACTOR1,ACTOR2,ACTOR3,RITEM0,RITEM1,ACTOR4,ACTIONTIMELINE_EVENT_TALK_FINGER,ACTIONTIMELINE_EVENT_SPIRIT,ACTIONTIMELINE_EVENT_DISAPPOINT,ACTIONTIMELINE_EVENT_ARMS,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,BIND_ACTOR0,SE_EVENT_WEAR_HELMET,ACTIONTIMELINE_FACIAL_WINK,QST_ITEM0,QST_ITEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68151,True to Life,ClsTan700_02615,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,RITEM0,ACTOR5,RITEM1,POPRANGE0,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,BIND_ACTOR4,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_POS0,ACTIONTIMELINE_EVENT_TALK_FINGER,ACTIONTIMELINE_EVENT_SPIRIT,ACTIONTIMELINE_EVENT_DISAPPOINT,ACTIONTIMELINE_EVENT_ARMS,ACTIONTIMELINE_EVENT_KNEEL_UP,ACTIONTIMELINE_FACIAL_COMEON,CUTSCENE0,QST_ITEM0,QST_ITEM1,QST_CHECK0,,,,,,,,,,,,,,,,,,,,,,,
68152,The Client Is King,ClsBsm630_02616,ACTOR0,ACTOR1,ACTOR2,RITEM0,ACTOR3,RITEM1,BIND_ACTOR_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,LOC_EOBJ_01,LOC_MARKER_01,LOC_BGM_01,LOC_SE_01,LOC_SE_02,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68153,Blood Ties,ClsBsm650_02617,ACTOR0,ACTOR1,ITEM0,ACTOR2,RITEM0,RITEM1,ACTOR3,LOC_ACTOR_01,LOC_ACTOR_02,BIND_ACTOR_01,LOC_ACTION_01,LOC_SE_01,LOC_SE_02,LOC_ACTION_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68154,The Missing Piece,ClsBsm680_02618,ACTOR0,ACTOR1,ACTOR2,RITEM0,RITEM1,ITEM0,ACTOR3,ACTOR4,BIND_ACTOR_01,LOC_EOBJ_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_SE_01,LOC_SE_02,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,LOC_BGM_01,LOC_MARKER_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68155,The Final Face-off,ClsBsm700_02619,ACTOR0,ACTOR1,ACTOR2,RITEM0,RITEM1,ACTOR3,ACTOR4,BIND_ACTOR_01,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTOR_03,NCUT_EVENT_CLSBSM700_01,LOC_ACTION_01,LOC_ACTION_02,LOC_ACTION_03,LOC_SE_01,LOC_SE_02,LOC_BGM_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68156,Never Meet Your Heroes,ClsHrv601_02620,ACTOR0,ACTOR1,QST_CHECK_HEAVNY004,LOC_ACTOR_01,LOC_ACTOR_02,LOC_ACTION_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68157,You Say Popoto,ClsHrv630_02621,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,RITEM0,BIND_ACTOR_01,LOC_EOBJ_01,LOC_ACTOR_01,LOC_ACTION_01,INVIS_ACTOR_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
